Vehicle_ID,GPS_Lat,GPS_Lon,Max_Speed_kmh,Harsh_Events
CAR 11,21.621841,76.36,138 kmh,2
CAR-19 ,17.882418,77.81,57,2
CAR 28,19.28,85.9509,124 kmh,1
CAR-17 ,12.4479,86.265829,124 kmh,0
car-24,17.12,80.6,54,4
CAR-26,22.7126,73.59,45,5
CAR-06,15.6672,82.476039,161 kmh,4
CAR-22,15.9401,72.0242,153 kmh,0
CAR-28 ,18.611784,73.72683,161 kmh,3
CAR-18 ,22.6005,77.0722,64,4
car-29,14.592805,84.29,156 kmh,5
CAR-20 ,12.95,80.7213,163 kmh,1
car-19,24.988624,86.337,179 kmh,6
CAR-18,17.84,78.91,65,2
CAR-06 ,27.78,81.766792,48,1
CAR-01 ,19.3616,81.1717,86,4
 CAR-11,12.114452,85.31623,163 kmh,5
CAR-18,27.343,86.0223,93,5
CAR 16,25.1339,87.1721,48,2
CAR 07,16.6,86.5929,50,4
car-23,27.274889,85.3541,174 kmh,4
 CAR-22,15.42,86.397,85,6
CAR 28,25.299,75.66,97,3
CAR-06,23.113238,73.799,64,0
CAR 29,15.907577,79.76,70,6
 CAR-04,16.182299,75.8756,161 kmh,5
car-18,17.798388,81.999491,120 kmh,0
CAR 15,12.6887,75.692862,158 kmh,0
CAR 28,21.5076,84.2188,98,0
CAR-20 ,25.9721,84.21,84,4
CAR-28,24.01,79.79,162 kmh,6
CAR-20 ,16.21,85.718499,100,4
car-07,25.2358,76.72,45,4
 CAR-22,18.01,87.762922,40,4
car-14,13.7465,85.02,61,3
CAR-05,23.930304,79.97,62,5
CAR-15 ,19.0,82.33,58,6
car-02,14.16,75.17,172 kmh,1
 CAR-05,27.573066,84.52,82,6
car-12,13.36027,80.388761,60,3
CAR-18,26.261019,85.52,155 kmh,0
 CAR-26,19.97,82.22,169 kmh,1
CAR-10,20.0933,82.3805,96,1
CAR 26,27.7837,78.3611,169 kmh,0
CAR 09,25.31,80.7573,66,1
CAR-27,18.823043,87.65643,86,6
 CAR-15,21.377294,79.43,148 kmh,0
car-14,16.18,85.93,53,1
car-27,23.8279,82.335126,155 kmh,4
 CAR-04,16.46,85.9114,149 kmh,3
CAR 19,24.287581,75.2696,97,0
CAR-19 ,25.909837,79.5472,63,4
CAR 01,20.9999,75.87,52,1
CAR 15,18.44,84.0129,162 kmh,1
CAR-30 ,12.6603,74.19,157 kmh,6
 CAR-25,12.690215,76.4023,91,6
CAR-08 ,18.73,80.5265,159 kmh,2
CAR-19,14.0564,81.6175,133 kmh,2
CAR-22,22.300044,80.1917,68,1
 CAR-16,18.6329,79.963663,82,4
CAR-06,25.48,85.808574,142 kmh,2
CAR 28,16.8929,78.96,176 kmh,0
 CAR-13,22.8329,86.2464,143 kmh,1
 CAR-07,20.561,77.090334,131 kmh,2
car-05,12.939298,85.170326,44,6
CAR-09,22.7213,87.78,126 kmh,4
CAR 24,23.4109,78.565407,168 kmh,3
 CAR-13,23.25,72.15,176 kmh,2
CAR-02,18.853145,85.7379,68,6
CAR-03 ,19.5,74.0193,63,4
car-10,18.7789,79.3393,166 kmh,1
CAR-20 ,12.523011,73.075,159 kmh,6
 CAR-10,17.2025,77.5218,66,1
car-02,19.01,76.07,155 kmh,1
CAR-18 ,13.0334,72.9958,125 kmh,4
CAR-28,24.1898,81.6394,171 kmh,5
 CAR-04,20.84,85.01,75,4
CAR-24 ,25.09,82.391208,158 kmh,3
CAR 26,17.94,78.363106,128 kmh,0
CAR-18 ,20.4134,72.669386,156 kmh,3
 CAR-21,16.160062,82.460148,42,6
CAR-26,13.420264,76.1815,71,1
 CAR-05,12.19,80.77,121 kmh,1
CAR-29 ,18.0407,77.1742,93,3
car-22,22.3096,83.796603,170 kmh,4
 CAR-19,19.39,80.008253,43,5
car-15,22.9965,77.56118,130 kmh,4
CAR-05,22.3419,72.06,125 kmh,4
CAR 01,24.061046,82.45,171 kmh,1
car-20,20.1091,75.683127,63,0
CAR-25,18.4717,76.6774,69,5
CAR-30,23.59,74.23,134 kmh,2
 CAR-28,23.510866,81.546319,137 kmh,0
car-13,15.49981,81.466631,64,0
car-09,26.058916,74.93057,63,6
 CAR-04,23.458307,80.08381,121 kmh,5
 CAR-27,16.421091,74.44,55,6
 CAR-21,26.129241,73.8863,150 kmh,3
CAR 22,17.88,77.6686,40,0
CAR-12,18.3895,76.474,95,4
car-27,22.162231,87.186466,175 kmh,1
 CAR-12,20.3144,77.2992,154 kmh,6
 CAR-25,24.1761,82.27,47,1
CAR 09,19.9761,84.956818,56,0
CAR 28,12.869307,72.21,57,4
CAR-28,13.0759,72.83,178 kmh,3
CAR-29 ,14.355738,72.48,141 kmh,2
car-14,27.0636,85.2979,47,3
CAR-23 ,12.9546,81.277586,94,4
CAR-07,27.2,74.897323,179 kmh,5
car-09,22.8942,81.8234,177 kmh,1
CAR 06,20.36,87.573254,152 kmh,2
CAR-25,24.082919,77.525,134 kmh,3
CAR-20,23.949168,78.3716,93,2
CAR-07,25.025918,79.935248,131 kmh,4
car-28,23.18,72.1,69,0
 CAR-05,15.344122,86.84,172 kmh,0
car-07,24.4447,80.56,135 kmh,0
 CAR-16,23.504008,82.67,89,6
CAR-18,13.874595,77.387558,143 kmh,5
CAR-22,26.987864,73.12,40,1
 CAR-24,15.0338,84.49,60,6
 CAR-04,18.77,85.343904,40,1
car-15,24.935897,81.75,155 kmh,1
CAR-24 ,19.8403,79.25,78,2
CAR-26,24.841,73.5138,163 kmh,4
CAR-13 ,15.051444,83.74,144 kmh,6
CAR 26,13.8588,72.12464,146 kmh,1
car-22,13.1,72.75,97,6
CAR 15,25.930375,77.904339,60,3
CAR 05,12.18,73.214206,165 kmh,2
 CAR-16,13.724174,80.44,174 kmh,4
CAR 23,27.082688,72.8539,99,6
CAR-21,23.4063,78.250066,81,0
 CAR-29,23.9136,74.86,96,1
CAR-02,18.757676,86.7337,172 kmh,3
CAR-14 ,15.447846,81.91,160 kmh,5
CAR-24,24.381537,87.53,136 kmh,1
CAR-15 ,19.2023,79.82583,46,2
 CAR-19,14.0015,87.0386,164 kmh,1
CAR 08,16.489648,80.69,133 kmh,0
CAR-21,14.564549,78.89,168 kmh,5
car-21,12.7757,84.386725,155 kmh,2
CAR 18,22.4887,80.6512,47,6
CAR-10 ,24.701804,82.38,86,1
CAR 30,14.7933,72.0744,129 kmh,0
CAR 01,19.67,85.313427,127 kmh,6
CAR 27,27.631187,74.0,165 kmh,3
CAR 28,21.3916,85.6579,159 kmh,6
car-02,26.23,84.165761,148 kmh,0
CAR 13,19.964733,82.964782,176 kmh,1
 CAR-25,17.8463,77.100011,159 kmh,0
CAR-19,23.38,73.77,61,4
car-24,16.474,82.284069,79,4
CAR 20,22.09,75.54462,161 kmh,4
 CAR-09,25.217132,81.093663,57,3
 CAR-03,23.635708,86.827173,177 kmh,1
CAR-21,12.364412,81.402383,49,6
CAR 16,24.976827,87.98,141 kmh,2
car-01,16.607248,75.540522,165 kmh,4
CAR-05,26.819126,74.67,60,4
CAR 28,14.393756,76.74,133 kmh,6
CAR 11,24.3797,77.85,57,1
 CAR-25,17.4734,74.24,100,5
car-24,18.7279,78.316924,83,0
CAR 16,23.830585,77.21284,177 kmh,3
CAR 29,25.9599,87.05,91,1
CAR-22 ,26.723814,83.438216,93,2
 CAR-02,26.4,76.82,40,2
CAR-25,27.64,82.3028,120 kmh,3
CAR 25,25.41,79.444612,141 kmh,2
 CAR-09,25.2094,84.548933,165 kmh,3
CAR-23 ,22.163979,72.44,95,0
 CAR-20,19.881929,74.47,91,4
CAR-29 ,24.71,76.6,79,2
 CAR-08,16.1752,83.9935,87,5
 CAR-10,25.39,74.456841,130 kmh,5
 CAR-18,16.273,73.66,141 kmh,1
car-24,26.7441,82.06,74,4
car-20,17.912693,83.2,141 kmh,5
CAR-30,15.4884,85.88,59,3
 CAR-09,26.994428,86.5683,177 kmh,1
CAR 28,13.1885,75.66,170 kmh,2
CAR-19 ,25.95731,74.4985,133 kmh,5
CAR 23,27.681333,73.65,170 kmh,5
CAR-02 ,25.717892,74.7652,139 kmh,2
CAR 27,21.996967,79.1237,158 kmh,3
CAR-08 ,21.960856,82.297449,163 kmh,6
car-21,12.039345,86.6791,100,6
 CAR-09,16.112127,77.839141,167 kmh,2
CAR 11,12.038838,85.238065,98,0
CAR-05 ,15.946261,81.415247,81,2
 CAR-25,26.2,77.15,166 kmh,3
CAR-22 ,21.41,85.7481,128 kmh,0
CAR-15 ,23.128556,81.2694,164 kmh,2
CAR-07 ,15.2334,76.9054,167 kmh,1
CAR-12 ,26.1,72.67,70,2
 CAR-22,14.63,75.825333,140 kmh,6
 CAR-15,17.3576,82.2192,100,6
CAR-29,26.014443,77.49,85,4
CAR 09,21.1,87.876405,140 kmh,2
car-08,22.9,79.22,154 kmh,6
CAR-21,27.2033,78.413358,121 kmh,4
CAR 30,16.3315,78.33872,84,1
CAR-09,20.25,73.0034,78,6
car-11,13.590252,79.595278,152 kmh,1
car-12,27.493248,75.762196,159 kmh,1
CAR-20 ,13.3873,73.587196,88,5
car-05,17.86,73.926,176 kmh,6
car-06,24.5357,76.9,66,6
CAR-19 ,22.19,85.50183,149 kmh,2
 CAR-11,13.32,79.621805,65,1
CAR-16 ,26.28,77.97,137 kmh,5
CAR-30 ,16.2706,85.75,97,5
 CAR-22,23.600145,84.48,164 kmh,5
CAR 29,15.1423,87.1222,163 kmh,1
car-28,24.596051,72.925053,46,4
CAR 25,15.89,82.89,151 kmh,1
CAR-30 ,27.42,72.24,63,0
car-14,12.53,85.247884,60,4
 CAR-21,14.939219,78.31,52,5
 CAR-15,19.494838,74.24,134 kmh,4
 CAR-07,26.884279,74.7677,121 kmh,2
CAR 30,15.8604,85.5267,61,3
CAR-28 ,14.82,72.086485,91,4
CAR-13,14.9649,73.2211,100,1
CAR-02 ,19.73,77.101659,90,3
CAR-27,18.84,84.87,76,5
CAR 14,14.7211,81.616614,97,5
car-14,16.33,81.6764,180 kmh,2
CAR-08,19.7894,77.69,148 kmh,5
 CAR-23,16.16,81.5966,136 kmh,5
CAR-05 ,25.483891,74.45,66,6
 CAR-10,26.4656,85.865149,89,2
car-07,13.5071,86.55,172 kmh,5
CAR 01,14.18,79.4774,69,1
CAR 26,17.7133,77.966271,162 kmh,0
CAR-16 ,20.93,84.74,178 kmh,5
CAR 30,15.92,80.9347,177 kmh,3
car-28,12.03,87.1598,142 kmh,3
CAR-10 ,18.22,78.228296,41,1
car-14,14.72,86.5614,81,4
CAR-21 ,20.73,78.745021,153 kmh,0
CAR 22,25.92,83.161866,157 kmh,4
 CAR-18,16.845249,83.09,137 kmh,3
CAR-08 ,17.975259,86.0838,95,0
CAR-07,20.65855,85.0,84,2
CAR-27,20.488,76.8695,71,6
CAR-11 ,16.61,75.69,139 kmh,4
CAR-04 ,22.3711,80.51,179 kmh,6
CAR 15,25.8,74.35,76,0
CAR-09 ,18.25,80.642531,48,1
 CAR-29,23.6699,82.38,135 kmh,1
CAR-02,24.9044,74.8788,72,1
 CAR-13,18.6041,83.75,98,3
car-11,20.426359,79.44,48,4
 CAR-12,18.29,84.9103,49,2
CAR-10 ,17.278106,87.59,147 kmh,1
car-30,22.679118,78.67,136 kmh,5
CAR-02 ,15.75,76.44,96,6
 CAR-02,26.21985,75.35,175 kmh,6
 CAR-16,18.2062,74.8269,126 kmh,5
car-19,25.06,75.09422,69,3
CAR-30,16.028211,75.55916,179 kmh,3
CAR-14 ,24.9,86.28,133 kmh,5
CAR-17 ,12.6014,85.36,145 kmh,3
CAR-19,24.757567,86.5038,94,4
CAR-06 ,23.387312,73.52,53,4
car-06,24.091,85.8245,167 kmh,4
CAR-24 ,23.56,82.11,124 kmh,4
car-10,26.18,79.504731,180 kmh,6
car-04,13.562411,72.1336,137 kmh,4
CAR-17,23.65,73.55,153 kmh,1
CAR-14 ,12.939411,81.2451,55,5
car-11,23.04,75.0891,162 kmh,3
CAR-09,16.2346,81.971881,54,6
car-20,25.7,77.7471,57,4
CAR-07,12.610803,72.406424,174 kmh,1
CAR-15 ,12.882065,73.09,50,6
CAR-09,26.1837,76.803127,71,2
CAR 03,21.304716,75.1033,69,3
 CAR-28,12.994113,78.85,138 kmh,5
car-17,21.07,75.76,138 kmh,4
CAR-28,18.14,75.765755,145 kmh,0
car-14,14.023283,87.8114,47,2
CAR 03,16.7583,84.09,50,6
CAR-24,21.2655,80.1032,60,3
CAR-25 ,12.74,80.2891,80,5
car-09,18.473422,82.3297,97,3
 CAR-13,14.13,77.0287,120 kmh,2
 CAR-02,25.633916,83.11,121 kmh,6
CAR-01 ,27.3511,77.482105,129 kmh,3
car-14,20.981105,85.23,166 kmh,1
CAR-25 ,12.67,73.849978,124 kmh,3
 CAR-05,12.894603,77.62,54,4
CAR-22,13.095938,86.496815,84,5
CAR-29,13.56,79.255295,130 kmh,2
CAR-19,18.38,77.35,169 kmh,6
 CAR-28,25.504244,87.9854,43,0
CAR-03,13.278311,75.13675,74,1
car-05,24.59,77.2104,125 kmh,6
 CAR-25,12.911674,74.503223,143 kmh,6
car-02,14.68,81.116183,122 kmh,2
CAR-04,18.552584,77.616615,84,4
CAR-17 ,13.5561,78.144773,127 kmh,5
car-09,22.3676,85.6072,63,0
CAR-22 ,17.972192,85.95,45,4
car-25,27.27,77.56,128 kmh,3
CAR 16,23.535573,73.0355,137 kmh,2
CAR 20,20.13,79.94,45,5
 CAR-04,12.4909,86.887867,65,4
CAR-13,14.44,87.1336,160 kmh,4
CAR-04 ,14.84,75.82,60,2
CAR-29,21.05,78.7431,60,2
CAR-15 ,19.7845,84.9669,166 kmh,4
 CAR-11,19.56,79.09,149 kmh,2
CAR 20,21.5814,76.28,63,6
car-06,27.92,73.768375,77,4
CAR-14 ,17.49,81.2938,180 kmh,4
CAR-03,14.216514,84.890687,55,2
car-22,14.13,72.19008,146 kmh,5
car-10,24.065768,78.608518,86,2
car-06,13.3249,80.3597,178 kmh,5
 CAR-20,24.3699,73.259944,52,6
car-12,20.570624,81.46,165 kmh,2
 CAR-25,16.447317,75.78,51,6
CAR 30,18.65,74.9307,122 kmh,6
 CAR-28,13.2913,82.38,149 kmh,3
car-24,15.8,76.9422,175 kmh,0
car-24,24.877076,78.0469,77,6
CAR-27 ,17.990658,85.56067,50,2
car-18,22.7927,81.17,62,4
car-19,14.7497,79.458718,178 kmh,0
CAR 21,16.77,79.353949,85,2
CAR-03 ,27.86,84.709748,68,2
CAR-11 ,17.7589,74.4,83,1
car-27,19.53,78.133597,41,0
CAR-01 ,24.725007,83.5533,139 kmh,4
car-06,17.3483,84.73,97,2
CAR 10,20.749802,86.4885,96,5
 CAR-24,20.9812,85.5428,89,5
car-19,15.2856,72.38,174 kmh,5
car-27,12.456187,74.95,149 kmh,0
 CAR-14,16.516,84.253724,149 kmh,5
CAR-17 ,16.056,83.8118,170 kmh,4
CAR 20,22.67,86.05,171 kmh,5
car-02,20.44,78.45899,58,6
CAR 14,15.31,80.79,133 kmh,4
 CAR-03,22.9702,76.574167,146 kmh,3
 CAR-25,18.4956,74.3067,64,1
 CAR-21,14.29,80.82,64,6
CAR-25 ,19.3186,86.308756,139 kmh,0
 CAR-23,18.494387,76.565361,56,1
car-23,22.48,81.337057,145 kmh,1
CAR 06,16.316377,83.41,126 kmh,4
 CAR-26,13.2255,78.22,166 kmh,1
CAR 28,15.098449,75.54,88,1
 CAR-09,19.672,77.7505,153 kmh,6
 CAR-04,25.76,82.83,81,1
CAR-19 ,16.285772,77.82,152 kmh,4
CAR-11 ,21.732263,81.1496,78,4
CAR 22,22.47,83.559654,96,0
car-04,25.83017,72.3776,44,1
 CAR-15,19.275,82.06,138 kmh,3
CAR 25,15.005622,83.97,125 kmh,0
CAR-20,19.457,72.5275,40,1
CAR-08,12.84193,82.172003,122 kmh,2
CAR 14,13.727738,76.47008,43,5
 CAR-14,21.658701,85.805,67,3
car-28,23.57225,87.32,52,5
CAR 14,17.088005,75.147843,138 kmh,3
CAR-17 ,14.84,77.9505,149 kmh,1
CAR 09,22.667045,77.202378,174 kmh,2
CAR 20,26.1754,73.4378,128 kmh,0
CAR-02,17.5202,75.772742,174 kmh,3
 CAR-30,18.7661,81.41,131 kmh,3
 CAR-04,24.8489,86.070177,87,0
CAR-15,26.54,79.86,170 kmh,2
CAR-16,15.390314,81.143604,53,1
CAR-13 ,16.16058,87.937057,147 kmh,5
CAR-15,24.8753,81.65,91,4
CAR-03,16.9651,84.3431,84,1
 CAR-03,14.05002,72.56,180 kmh,0
 CAR-09,24.329,72.37,98,2
CAR 12,14.994554,80.12,133 kmh,1
CAR 24,15.299918,79.4343,159 kmh,2
 CAR-12,25.069,74.542373,158 kmh,3
 CAR-06,21.34,84.0666,61,6
CAR-21,25.27,80.4235,91,2
CAR-16,21.8019,73.1845,86,6
CAR-09 ,27.96,80.387778,43,5
 CAR-12,16.842409,84.87,81,2
CAR-26,18.961661,83.16,165 kmh,2
CAR 09,18.15,76.1864,123 kmh,6
CAR-01,20.016726,77.06,94,5
CAR 29,20.9824,78.9945,132 kmh,6
 CAR-19,22.795578,86.02,69,2
CAR-11 ,13.0879,83.07,169 kmh,2
car-16,13.744252,78.03,162 kmh,1
 CAR-13,13.1798,75.570226,138 kmh,1
CAR-23 ,21.0854,78.69,153 kmh,4
CAR-09 ,17.91,82.1035,84,0
CAR-20,27.03,72.4169,64,4
CAR-09 ,26.230229,87.0784,137 kmh,0
CAR-28 ,16.35,79.9196,81,6
CAR-13 ,16.66,77.47,75,3
car-19,14.513085,80.350869,158 kmh,2
CAR-08,18.643994,84.3659,71,2
CAR 21,12.32,85.022642,124 kmh,0
CAR-19 ,14.69,77.76,73,5
 CAR-28,22.0778,73.5067,122 kmh,0
 CAR-20,15.50062,77.878595,131 kmh,2
CAR 27,18.910928,83.857737,75,4
CAR-15 ,16.91,82.343824,86,0
CAR-21 ,25.22,74.07,81,1
CAR-22,12.83,72.1674,162 kmh,6
 CAR-24,14.3495,87.78,69,2
CAR-22 ,17.242,84.6259,137 kmh,1
CAR-03 ,15.5766,79.461504,180 kmh,5
CAR 17,23.5955,76.3707,68,2
CAR-08 ,18.3395,86.0015,77,5
CAR-27 ,12.1556,76.2252,66,5
car-02,12.7039,78.48,73,6
CAR-27,18.429049,83.74,80,2
 CAR-03,21.0546,82.37,77,0
 CAR-09,12.135069,86.6508,121 kmh,6
CAR-07,21.63,83.0762,69,4
 CAR-07,21.2,78.5149,99,3
 CAR-07,21.9089,84.7207,44,1
CAR-19 ,12.21,76.99,52,4
 CAR-13,25.277001,76.057031,83,3
CAR-21 ,23.66,76.8869,91,0
car-09,13.4998,79.677243,82,4
CAR-18,14.2575,74.98,156 kmh,0
 CAR-13,21.971454,72.667,98,1
CAR 03,12.418656,73.3973,47,4
CAR-24 ,19.969503,73.5289,45,1
car-16,23.8355,85.268776,178 kmh,0
car-06,22.507052,77.76,139 kmh,1
 CAR-28,17.0085,73.7797,50,4
car-26,25.44,81.41,125 kmh,6
CAR 28,17.9948,76.779462,82,5
CAR-18,17.1718,86.85,95,0
CAR-16,19.5918,75.82,50,6
 CAR-11,25.811169,80.66,132 kmh,3
CAR-29,17.97,77.4176,55,1
car-03,24.545685,78.71,97,3
 CAR-08,15.44,76.302663,52,6
 CAR-01,27.249444,73.63,88,5
car-22,24.61,84.433288,66,5
CAR-21 ,13.698546,86.7341,138 kmh,6
 CAR-13,25.27,85.418502,177 kmh,0
CAR-03,25.26,81.08,157 kmh,5
CAR-06 ,24.7258,73.54,49,2
car-16,21.2817,81.1982,138 kmh,0
CAR 20,27.8284,77.5051,69,6
 CAR-20,22.1513,73.921146,86,1
CAR 29,17.3665,87.7564,53,2
 CAR-19,25.905067,72.222229,77,2
CAR-27 ,15.5758,81.8,98,3
CAR-10,27.73,86.16,40,4
CAR-12,13.32,73.091,53,2
CAR-15 ,21.903635,79.8852,149 kmh,5
CAR-30 ,20.26,86.04,146 kmh,3
car-04,12.97,85.321051,47,5
CAR-06,18.71,74.13,59,4
CAR-28 ,17.67607,75.71,82,0
CAR 22,20.0095,84.244966,124 kmh,1
 CAR-02,13.09,77.97,135 kmh,1
CAR-10 ,12.0531,76.93,44,1
 CAR-08,17.373612,75.725684,156 kmh,0
CAR-07 ,21.3338,82.7977,154 kmh,6
 CAR-25,17.5988,81.4117,91,4
 CAR-26,12.15,78.85,95,6
car-13,13.23796,77.6191,100,5
car-10,24.5942,83.0675,79,1
CAR-16,15.34,86.92,176 kmh,4
CAR-24 ,25.89,84.533119,96,4
 CAR-17,23.942681,76.95,55,4
CAR 17,23.33,80.4649,59,1
 CAR-05,16.365461,84.97,153 kmh,2
CAR-14 ,25.66,81.707539,98,2
 CAR-07,27.469161,75.4818,145 kmh,2
CAR-18 ,18.537332,80.71,95,0
car-06,12.19,73.3122,99,5
 CAR-02,17.3246,81.243438,59,2
CAR 15,14.151641,83.395162,80,6
 CAR-28,25.5009,73.14,93,4
 CAR-10,20.45,78.73,147 kmh,3
CAR 05,23.374309,77.811,94,2
 CAR-20,13.157836,81.113968,180 kmh,6
 CAR-03,13.6942,79.682397,57,3
CAR-11 ,20.85576,73.11,88,5
 CAR-16,17.75,84.543,180 kmh,0
CAR-14,22.785571,86.34,45,6
car-23,20.94,81.99,135 kmh,2
CAR-24 ,13.4125,76.71,80,2
CAR-10 ,13.553078,80.54,147 kmh,4
car-09,24.9576,76.456755,77,1
CAR-13 ,20.254937,78.8392,131 kmh,6
 CAR-23,14.0271,82.68,63,0
 CAR-28,22.5407,81.863931,149 kmh,0
CAR-27,16.8124,76.2587,129 kmh,0
 CAR-21,18.7201,75.7402,148 kmh,3
CAR-04,20.638808,73.860424,56,6
CAR-18 ,17.1171,83.03,130 kmh,2
CAR 29,24.21,82.4675,160 kmh,6
 CAR-21,23.87,85.931358,140 kmh,3
 CAR-04,12.831808,82.649265,42,2
CAR-21,14.6391,76.359813,57,4
CAR-10,13.161716,85.2496,141 kmh,6
CAR-19 ,22.3874,78.701487,80,3
CAR-16 ,23.332956,85.93,129 kmh,6
CAR-11,24.1,83.4,81,4
CAR-03,22.13,82.21,178 kmh,5
car-20,16.0494,83.2018,71,6
CAR 08,15.564196,76.047254,62,5
CAR-07 ,27.371355,73.636652,98,0
car-09,23.59,84.59,71,5
car-11,16.1334,76.0934,97,0
 CAR-19,16.2231,77.03,66,5
CAR-13,19.14,77.927853,148 kmh,4
 CAR-04,22.9374,73.51,178 kmh,4
 CAR-01,22.994079,80.5827,62,3
 CAR-02,20.6241,87.096386,152 kmh,3
CAR-07 ,24.078,76.4016,130 kmh,2
CAR 24,22.11,85.9348,160 kmh,2
CAR 18,24.8728,80.6536,144 kmh,4
 CAR-03,18.706937,83.2197,60,2
CAR 19,16.5506,77.45,120 kmh,1
CAR 11,13.6163,76.8602,78,1
CAR 28,27.86216,72.4278,57,1
 CAR-09,21.0793,75.4179,62,1
CAR-04,12.52,75.52641,87,5
car-20,21.485808,86.218714,171 kmh,2
CAR-30,26.8175,87.92,52,1
car-03,18.51,81.474025,41,4
car-08,20.45,72.16,76,1
car-27,25.90979,74.810388,53,1
 CAR-08,12.352864,82.72,174 kmh,5
CAR-27 ,26.38,76.0597,142 kmh,4
car-28,14.951966,79.0679,167 kmh,6
 CAR-14,18.1426,73.1446,139 kmh,4
car-01,17.64,72.019655,66,3
CAR-17,23.42,73.5698,165 kmh,2
car-05,18.45,76.172,90,0
car-03,17.5461,80.1618,61,0
CAR-26 ,13.269084,80.886727,86,6
CAR 11,14.3831,74.95,162 kmh,4
CAR-22 ,21.4,74.92,128 kmh,1
CAR-13 ,12.78,77.78,52,3
 CAR-12,14.410127,84.49532,83,2
CAR-06 ,18.07,82.1204,138 kmh,6
CAR 09,25.428346,72.474,152 kmh,2
CAR-14,14.8247,85.073272,94,5
CAR-07 ,20.4778,74.03,94,4
CAR-02,20.7284,87.37,60,2
CAR-16,16.9826,73.496105,99,3
CAR-04 ,15.463,76.26,167 kmh,5
CAR-30 ,16.75,81.694795,129 kmh,6
CAR-28 ,19.55,72.38,77,4
CAR-28,13.15,86.7416,149 kmh,0
 CAR-22,18.1508,80.38,67,5
CAR-16 ,27.4113,75.45,122 kmh,1
 CAR-02,16.33,74.1036,97,2
CAR 05,20.638668,74.1157,125 kmh,4
car-20,13.34,74.8281,91,3
CAR-14,21.547334,86.4952,76,2
CAR-09,20.4809,87.9225,134 kmh,2
CAR 24,19.060584,84.4737,130 kmh,0
CAR-21,23.271619,87.94,97,6
CAR-23 ,20.58,84.56,130 kmh,0
CAR-02 ,19.896,80.9546,126 kmh,4
car-15,25.844385,82.250114,165 kmh,0
CAR-22,19.27,78.335209,66,1
car-28,20.72,76.876,66,5
CAR-19 ,14.0054,82.913342,82,0
CAR-02 ,14.98,76.064889,154 kmh,5
CAR-21,16.5102,80.515879,50,4
car-07,17.26,72.55,100,2
 CAR-21,19.614,86.43,83,1
CAR-17 ,14.171824,72.3678,138 kmh,2
CAR 30,19.9713,73.79,166 kmh,2
car-25,13.1209,83.5574,171 kmh,4
CAR 21,12.4071,79.827755,122 kmh,5
 CAR-25,26.75,87.435876,162 kmh,3
CAR-02,26.3598,77.18,50,3
CAR-22 ,18.93,83.630278,180 kmh,4
car-13,22.11533,76.38,166 kmh,2
car-14,22.2717,79.795661,85,6
CAR 23,22.77,85.37,131 kmh,6
CAR 18,26.485536,82.32,137 kmh,1
CAR-10,18.758759,72.108649,41,5
CAR-18 ,16.4868,81.4156,77,2
CAR-11 ,26.17,83.5637,83,6
CAR-24 ,27.0207,86.1,84,6
CAR-18 ,15.754659,87.84,85,2
CAR-10,21.06,86.895,81,4
 CAR-24,25.7733,79.7,54,6
car-02,23.98,83.830997,150 kmh,6
CAR-17,27.533063,74.9,95,1
car-01,18.711057,86.2359,49,0
car-20,21.17242,81.34437,46,3
CAR-05,27.4952,77.7659,123 kmh,2
car-09,19.83,84.12,82,1
CAR-13 ,17.22,73.38,126 kmh,3
car-14,27.7631,72.3337,129 kmh,3
car-23,18.05,83.779528,40,2
car-09,19.4188,81.45,91,1
car-21,25.325537,75.37,139 kmh,3
CAR 17,21.75,85.950776,56,6
 CAR-09,23.77,87.05,132 kmh,2
CAR-12 ,25.61,85.219881,130 kmh,5
CAR-02,25.093064,75.15,98,0
 CAR-15,19.37,72.166147,167 kmh,2
CAR-13 ,24.31886,83.01782,175 kmh,3
CAR-28 ,16.48,87.8929,71,0
CAR-05 ,15.71,77.1102,91,2
car-28,20.8536,86.1989,86,6
CAR-25 ,20.54,72.853557,93,0
car-18,20.12,87.453053,57,4
 CAR-16,27.21,73.682883,180 kmh,0
CAR-19,13.1288,75.0875,163 kmh,2
car-11,25.059308,76.0923,76,2
 CAR-23,20.91,79.789166,122 kmh,1
CAR 07,27.6975,72.3263,81,1
 CAR-10,25.62,86.9519,120 kmh,6
CAR-29 ,15.848104,78.213848,141 kmh,0
CAR-05,16.99,81.92,161 kmh,6
CAR-04,18.65,85.99,84,2
CAR 14,19.211054,87.116739,131 kmh,5
CAR 21,27.2,76.43,130 kmh,5
CAR-13 ,17.4382,76.4614,55,3
CAR-30,23.805486,72.8085,52,6
CAR-17,23.52,76.021126,175 kmh,3
CAR 04,15.853,75.05,44,3
CAR-23 ,21.352254,84.43,161 kmh,4
CAR-25,27.029452,85.83,86,2
car-26,24.88432,85.5011,49,1
CAR 17,27.5474,84.9011,63,0
CAR-11,26.465458,86.8699,77,1
CAR 06,14.412333,78.245,67,6
CAR-29 ,27.4,86.386633,148 kmh,1
CAR-04,19.1628,73.88,166 kmh,3
 CAR-03,13.860384,82.4133,47,0
CAR-25,18.6474,81.546344,166 kmh,4
CAR-22,25.31,81.855,164 kmh,6
car-24,18.2311,72.255688,150 kmh,1
car-09,22.91,78.0138,79,1
