Vehicle_ID,Odo_Start,Odo_End,Fuel_Level,Damage_Flag
CAR 28,"71,692km","73,297 km",0.77,0
CAR 11,38841km,40772,37 %,0
 CAR-25,"18,862 km","20,564 km",0.8,0
car-24,74793,"75,632km",0.2,0
CAR 16,"92,682km","94,122km",37 %,1
CAR 29,"25,213 km","24,913km",71 %,0
CAR-22 ,"101,297 km",102617km,0.8,1
 CAR-02,"12,574km",13219km,31%,1
CAR-25,34578km,"34,455 km",0.3,0
CAR 25,107016km,"108,061km",0.18,0
 CAR-09,"39,100km",39181km,17 %,0
CAR-23 ,36441km,"36,745km",0.1,0
 CAR-20,"109,422 km",110076km,0.20,0
CAR-29 ,"22,987km",23850,30%,0
 CAR-08,92761km,"93,875km",88 %,0
 CAR-10,39688km,"40,814 km",10%,0
 CAR-18,"80,217 km",81963,76 %,0
car-24,"75,162 km","76,486km",69%,0
car-20,80967,"82,821km",0.8,0
CAR-30,33115km,34318,0.25,0
 CAR-09,"47,268km",46917,0.1,0
CAR 28,10788,"12,716km",0.6,0
CAR-19 ,"97,704km",98564,42 %,1
CAR 23,"102,578km",103252,94 %,0
CAR-02 ,78254,79987,26%,0
CAR 27,39946km,"40,003km",0.7,0
CAR-08 ,"68,858 km",70256km,0.1,0
car-21,95601,"95,675km",0.95,0
 CAR-09,"36,364km",37654km,19 %,0
CAR 11,"65,656km","67,584km",88 %,0
CAR-05 ,82047km,83887,12%,1
 CAR-25,75443,75774km,46 %,0
CAR-22 ,"46,592 km","47,449km",0.52,1
CAR-15 ,31001km,32973km,47 %,0
CAR-07 ,16195,16636km,24 %,0
CAR-12 ,"50,483 km",52129,0.13,0
 CAR-22,"70,008km","70,055 km",95 %,0
 CAR-15,"16,579km","17,008km",90 %,1
CAR-29,"117,084km",117754km,43 %,0
CAR 09,114625km,"115,969km",25%,0
car-08,51370km,"51,729km",0.4,1
CAR-21,82296,"82,655 km",0.8,0
CAR 30,"29,044 km",29733,0.98,0
CAR-09,"18,615 km",19145,0.3,0
car-11,76362km,"77,393km",72%,0
car-12,"117,252 km",119042,0.3,0
CAR-20 ,28791km,28543km,0.7,0
car-05,46321,"47,519 km",23 %,0
car-06,"117,299 km","117,439km",0.50,0
CAR-19 ,29640,30732,0.76,0
 CAR-11,"27,258 km","28,661km",0.9,1
CAR-16 ,"12,616km","14,317 km",0.95,0
CAR-30 ,"77,444km","78,008km",0.40,0
 CAR-22,97420km,98126km,0.80,1
CAR 29,93450,"95,211km",0.71,1
car-28,"18,342 km",18457,0.9,0
CAR 25,"26,981 km","28,941km",99%,1
CAR-30 ,"52,648 km","53,268 km",49%,1
car-14,63032km,"63,094 km",61%,0
 CAR-21,9552km,11052km,28%,0
 CAR-15,95531,"96,047km",0.2,0
 CAR-07,28981km,29505,84 %,0
CAR 30,"44,997km","46,648 km",92 %,0
CAR-28 ,56205,57304km,0.48,0
CAR-13,75780km,76228,0.77,0
CAR-02 ,"102,775km","102,678 km",0.54,0
CAR-27,112325km,113316km,0.64,0
CAR 14,"58,872km","59,707km",0.4,0
car-14,64378km,66277km,6%,0
CAR-08,56493,57465,32 %,0
 CAR-23,"69,304 km",70247,0.49,1
CAR-05 ,106595,"106,633 km",89%,0
 CAR-10,12188km,12776km,0.78,0
car-07,"86,512 km","87,551 km",0.28,1
CAR 01,"41,756km",43137,36%,0
CAR 26,"100,859km",101122km,44 %,0
CAR-16 ,"18,233km",20072,0.3,0
CAR 30,"38,378 km","39,892km",77%,0
car-28,"56,534km","58,361 km",38 %,1
CAR-10 ,"74,032km","75,405km",25%,0
car-14,94774,"95,848 km",0.9,0
CAR-21 ,"111,881km","112,458 km",57 %,0
CAR 22,72171km,73654km,91 %,0
 CAR-18,"71,906km","73,139km",56 %,1
CAR-08 ,"10,751km",11385km,82%,0
CAR-07,"59,530 km","61,394 km",10%,1
CAR-27,"83,763km",84103km,0.76,0
CAR-11 ,6887km,"8,421 km",0.8,0
CAR-04 ,75640,"75,906km",0.63,1
CAR 15,108394,"108,517km",0.87,0
CAR-09 ,"70,273 km","71,114km",0.79,0
 CAR-29,"14,253km",15251,0.32,0
CAR-02,"24,710 km","26,066 km",0.59,0
 CAR-13,50862km,52243,0.9,0
car-11,59991,"61,018 km",0.59,1
 CAR-12,113468km,114632km,59%,0
CAR-10 ,85475,"85,979km",70%,0
car-30,"103,117 km",103641km,0.30,0
CAR-02 ,100045km,100273,87 %,0
 CAR-02,"49,051km","50,582 km",0.67,0
 CAR-16,95424,"96,198km",0.44,1
car-19,60539,"61,624km",47 %,0
CAR-30,"76,611 km",77433km,57%,0
CAR-14 ,"85,602km",85635km,77 %,0
CAR-17 ,"45,895 km","46,374 km",0.8,0
CAR-19,"39,379 km",40882,50 %,1
CAR-06 ,"31,205km","32,404 km",0.2,1
car-06,"77,659km",79592,0.63,1
CAR-24 ,61469km,62546km,0.54,1
car-10,"37,800km","38,377 km",0.19,0
car-04,30996km,"31,392 km",95%,0
CAR-17,"27,626 km","28,438 km",0.78,0
CAR-14 ,"55,724km","55,851km",72 %,0
car-11,24030,"25,838km",0.10,0
CAR-09,58263km,58930km,34 %,0
car-20,37862,"38,489 km",46 %,0
CAR-07,21661,22897,57 %,0
CAR-15 ,"105,318km",106050km,0.58,0
CAR-09,"64,838 km","65,445km",72%,0
CAR 03,77703,79029km,48 %,0
 CAR-28,"54,790km",56646,0.79,0
car-17,101403km,"102,085km",0.38,0
CAR-28,52479,"54,442 km",54%,0
car-14,50097,51478,0.6,0
CAR 03,111924km,"112,374 km",0.34,0
CAR-24,"6,417 km","7,038 km",0.14,1
CAR-25 ,43057,"43,349 km",0.47,1
car-09,"41,915 km",42717,0.3,0
 CAR-13,53695,55015km,82%,0
 CAR-02,"31,125 km",31028,0.69,1
CAR-01 ,"5,168 km","5,575km",87 %,0
car-14,"117,844km",119129,25%,0
CAR-25 ,"66,011 km",67151km,0.3,0
 CAR-05,24522,26165km,14%,0
CAR-22,"101,028km","102,606 km",0.2,0
CAR-29,5125,"5,405 km",33 %,0
CAR-19,"26,620 km",26679,69 %,0
 CAR-28,"98,958 km","100,641 km",0.9,0
CAR-03,104691km,105593km,0.48,0
car-05,"24,116 km","23,941 km",19%,0
 CAR-25,100081,101605,92 %,0
car-02,"73,381km","73,948 km",27%,0
CAR-04,"70,736km",72024km,0.6,0
CAR-17 ,"107,656km","108,299 km",0.64,0
car-09,"116,646 km",116969km,0.2,1
CAR-22 ,"59,616km",61021km,0.5,0
car-25,"27,643km",27837,0.2,1
CAR 16,77057,78511,0.8,0
CAR 20,"96,747km",97296,0.23,0
 CAR-04,109959,110403,0.41,1
CAR-13,"59,526 km",60121,0.47,0
CAR-04 ,"78,742 km",79424,95%,0
CAR-29,113430,113604km,0.67,0
CAR-15 ,"90,185km",91150km,0.85,0
 CAR-11,"28,642 km","29,753 km",0.3,0
CAR 20,59477,59720,59 %,0
car-06,114040,113607,0.9,0
CAR-14 ,"19,423km","20,019 km",0.48,0
CAR-03,"53,371 km",54197,89 %,1
car-22,"73,919 km",75833,69%,0
car-10,117048km,117531km,67%,0
car-06,52861km,54473km,0.83,0
 CAR-20,"58,399 km",59712,0.91,0
car-12,61189km,63010km,24%,1
 CAR-25,94667km,94750km,0.70,0
CAR 30,9551,11192,0.6,0
 CAR-28,115334km,"116,647 km",0.3,0
car-24,"114,716 km",116388km,0.29,0
car-24,"6,960 km",8561km,67%,0
CAR-27 ,46867km,"47,585km",76 %,0
car-18,55117km,"55,237 km",83 %,0
car-19,"87,937km","88,554 km",19%,0
CAR 21,75918,"77,083 km",0.12,0
CAR-03 ,83108km,"84,006km",51%,1
CAR-11 ,6284km,"6,693km",0.90,0
car-27,"27,700 km",27755km,0.06,0
CAR-01 ,"100,018 km",100936,0.07,0
car-06,"108,566 km","110,118km",0.10,0
CAR 10,"62,973km","63,257 km",0.7,1
 CAR-24,17067km,"18,800 km",28%,1
car-19,35521km,36688,94%,0
car-27,"8,489km","10,365 km",20%,0
 CAR-14,"110,089 km",110275km,0.6,0
CAR-17 ,"28,534km",29680,61%,0
CAR 20,"40,655 km","41,601km",0.3,0
car-02,116666,"118,377 km",0.1,0
CAR 14,20158km,"20,188 km",34 %,0
 CAR-03,"91,682 km",91758,33%,0
 CAR-25,"73,831 km","75,168km",0.5,1
 CAR-21,97372,99242km,86%,0
CAR-25 ,17451km,17605,0.4,0
 CAR-23,"7,699km",8432,0.1,0
car-23,90923,"90,942km",0.84,1
CAR 06,"35,346km","36,897 km",43%,0
 CAR-26,48444km,"49,734 km",0.52,0
CAR 28,83850,84308,0.13,0
 CAR-09,"38,022 km","39,281km",32%,1
 CAR-04,32559km,"34,194km",36 %,0
CAR-19 ,106131km,107118km,71%,0
CAR-11 ,"97,872km","99,360km",72 %,0
CAR 22,81899,"83,017 km",17%,0
car-04,"61,981 km","63,460km",0.6,0
 CAR-15,35865,"36,683 km",0.9,0
CAR 25,27590km,27759km,0.4,0
CAR-20,93086,94891km,0.73,1
CAR-08,51181,"51,751km",16 %,0
CAR 14,116594,117970km,0.50,1
 CAR-14,29810km,29858,39%,0
car-28,117769,"119,729 km",44%,0
CAR 14,90203km,"91,776km",11 %,0
CAR-17 ,"35,585km","37,543km",0.75,0
CAR 09,"87,279km","88,836 km",0.56,0
CAR 20,"53,785km",54699km,82%,0
CAR-02,90810,"91,841 km",49%,0
 CAR-30,"32,189 km",32357km,0.84,0
 CAR-04,58086,"59,259 km",49 %,1
CAR-15,76827,77005,0.76,0
CAR-16,106877,108794,23%,0
CAR-13 ,"113,689km",114274,38 %,0
CAR-15,"91,992 km",93374,0.25,0
CAR-03,"84,814km",85491km,54%,0
 CAR-03,50902,"52,748 km",0.44,0
 CAR-09,38487km,39105,0.43,0
CAR 12,"34,181 km","34,552 km",0.42,0
CAR 24,89748,"90,102km",0.3,0
 CAR-12,"14,645 km",16550km,0.7,0
 CAR-06,"44,796km","46,312 km",0.6,0
CAR-21,45010,45054,42 %,0
CAR-16,54842,55572km,0.33,0
CAR-09 ,"51,727 km","52,181 km",0.32,0
 CAR-12,54525km,54800,0.2,0
CAR-26,104262,"105,747km",0.34,0
CAR 09,7457km,9306,25%,0
CAR-01,49563km,"50,408 km",0.96,0
CAR 29,"82,392 km","84,338 km",0.7,1
 CAR-19,"108,084km",108823,83 %,0
CAR-11 ,113252km,113543km,0.21,0
car-16,"53,080 km","53,639 km",35%,1
 CAR-13,"51,288km",51874,61%,1
CAR-23 ,"88,677 km","89,173 km",0.1,0
CAR-09 ,"111,839km","113,529km",88%,0
CAR-20,"118,481 km","118,862km",14 %,0
CAR-09 ,"107,947km","108,063km",0.23,0
CAR-28 ,"77,723 km","79,199 km",0.1,0
CAR-13 ,61376km,"63,359km",0.30,0
car-19,85552,"87,452km",0.68,0
CAR-08,"76,421km","78,196 km",0.15,0
CAR 21,102866km,"104,721km",0.89,0
CAR-19 ,"47,269 km","46,819km",0.7,0
 CAR-28,"23,920km",24858,42%,0
 CAR-20,15574,16544,72%,1
CAR 27,63870km,"64,693km",6 %,0
CAR-15 ,"67,484km",67581,0.2,0
CAR-21 ,"97,690 km","99,550 km",89%,0
CAR-22,39800,"40,992 km",0.5,0
 CAR-24,"75,544km","77,127km",89%,0
CAR-22 ,11033km,"11,728km",0.97,0
CAR-03 ,"45,403km",45450km,0.5,0
CAR 17,"105,609km","106,862km",0.27,0
CAR-08 ,"25,257 km","25,289km",0.9,0
CAR-27 ,111767,113197,61%,0
car-02,"98,179km","99,483 km",94 %,0
CAR-27,"118,713km",119739km,0.14,0
 CAR-03,111094,"111,610 km",63 %,0
 CAR-09,118989,"120,095 km",0.5,0
CAR-07,99820km,"100,578 km",0.15,0
 CAR-07,92180km,"94,158 km",0.99,0
 CAR-07,"53,424 km","53,187 km",0.3,0
CAR-19 ,51424km,"52,215 km",0.9,0
 CAR-13,"93,937 km","93,987km",78 %,0
CAR-21 ,"87,179km","89,045 km",81%,0
car-09,"53,681 km",54844,71 %,0
CAR-18,76345km,"77,216km",0.35,0
 CAR-13,"99,892km","101,014km",0.7,0
CAR 03,"67,049km","68,389km",69 %,0
CAR-24 ,"93,435km","94,698km",83 %,1
car-16,100958km,102735km,0.31,0
car-06,"93,585km",93295,0.86,0
 CAR-28,112333,113573,0.52,0
car-26,82859km,"83,260 km",0.4,0
CAR 28,81042km,"82,815km",0.15,0
CAR-18,33807,33818,90%,1
CAR-16,84805,"86,077 km",93%,0
 CAR-11,24265km,"24,979 km",0.7,0
CAR-29,"115,258 km","115,446km",48 %,0
car-03,26008km,"26,151 km",16 %,0
 CAR-08,49847,"50,076km",0.22,0
 CAR-01,13186,"14,157km",6%,0
car-22,35754km,36006,13 %,0
CAR-21 ,"85,228 km","86,843 km",46 %,0
 CAR-13,"65,398km","66,725 km",52 %,0
CAR-03,48109,48139,18%,0
CAR-06 ,"102,460km","102,537km",56%,1
car-16,75294km,"76,658 km",0.57,0
CAR 20,"90,675 km",92093km,49 %,0
 CAR-20,"20,380 km","21,658 km",48 %,0
CAR 29,"23,421km","25,147 km",31%,0
 CAR-19,116564km,118196km,0.8,0
CAR-27 ,58071km,58449,0.3,0
CAR-10,"102,242 km","103,766km",0.9,0
CAR-12,75008km,76038,99 %,0
CAR-15 ,"59,718km",61237km,0.35,0
CAR-30 ,"38,405 km","38,551km",20%,0
car-04,"114,809km",116387,0.83,0
CAR-06,"59,461 km",60935,71 %,0
CAR-28 ,74889km,75702,0.3,0
CAR 22,48318km,"50,212km",0.35,0
 CAR-02,"70,598km",71281,0.19,0
CAR-10 ,95263km,"95,291 km",49 %,0
 CAR-08,"25,635km",25693,41 %,0
CAR-07 ,"25,286 km","26,891km",41 %,0
 CAR-25,27437,"28,570 km",0.7,1
 CAR-26,"47,416km",48697km,0.85,0
car-13,31817km,"32,114 km",0.56,0
car-10,"8,746 km",9151km,94 %,0
CAR-16,"106,216 km",107277,60%,0
CAR-24 ,"56,509 km",58258,13 %,0
 CAR-17,73557,75528km,0.69,0
CAR 17,113250,115022,70%,0
 CAR-05,65984km,67683km,15%,0
CAR-14 ,"28,312 km",28804,42%,1
 CAR-07,"11,613 km","12,238 km",18%,0
CAR-18 ,74321km,"74,994 km",0.77,1
car-06,41558,"42,698 km",0.3,0
 CAR-02,57345,58252km,0.3,1
CAR 15,"98,641km",100116km,60%,0
 CAR-28,9854,11417,0.4,0
 CAR-10,80540km,80685,41%,0
CAR 05,"56,626km",58087,0.37,0
 CAR-20,106110,"106,353 km",87 %,0
 CAR-03,"56,028 km","56,767km",0.8,0
CAR-11 ,93101km,"94,023 km",0.50,0
 CAR-16,36138,37535km,0.37,1
CAR-14,76881,78055,19 %,0
car-23,"35,287 km","36,378 km",0.50,0
CAR-24 ,"39,268km","39,976km",0.86,1
CAR-10 ,54623km,55315km,46%,0
car-09,31778km,33647,0.92,0
CAR-13 ,115077,116802km,24 %,0
 CAR-23,"27,685 km","28,394 km",0.32,0
 CAR-28,"50,976 km",51341,90 %,0
CAR-27,50088km,"50,191 km",0.88,0
 CAR-21,12180,12764km,76%,0
CAR-04,"75,637 km","76,939 km",0.1,0
CAR-18 ,"14,226 km","14,866 km",0.7,0
CAR 29,"13,023km","14,750km",0.5,0
 CAR-21,"6,449km",6956,87 %,0
 CAR-04,"16,668 km","17,871km",79%,0
CAR-21,"116,393 km",116805km,96 %,0
CAR-10,99441km,100418,0.7,0
CAR-19 ,60662km,61558km,44 %,0
CAR-16 ,"35,779 km","36,993 km",27 %,0
CAR-11,"50,272km",51227,0.2,0
CAR-03,"110,094km","110,826km",0.83,0
car-20,"119,469km",120677km,27%,0
CAR 08,49245,50562km,0.8,0
CAR-07 ,100747,"101,932 km",0.58,1
car-09,39623,"40,321km",99%,1
car-11,"102,591km","103,222 km",9%,1
 CAR-19,107765,"108,491 km",46 %,0
CAR-13,104823,"105,963 km",0.9,0
 CAR-04,"7,344 km",7995km,0.3,0
 CAR-01,"113,515km","114,589km",0.37,0
 CAR-02,"35,842km",36183km,30 %,0
CAR-07 ,"113,179 km","114,334km",93 %,0
CAR 24,69392,"70,851 km",41 %,0
CAR 18,"86,272km",87550,57%,1
 CAR-03,91976,"93,474km",0.1,0
CAR 19,77726,79049,45%,0
CAR 11,"103,701 km","104,227 km",33 %,0
CAR 28,94567km,95770km,90%,0
 CAR-09,83982,85342km,54%,0
CAR-04,38760km,"39,090km",30 %,0
car-20,"48,628 km",49014,55%,0
CAR-30,"66,293km",67305,56%,0
car-03,"80,665km",81360km,1.0,0
car-08,"19,112km",20335km,0.2,1
car-27,"73,677 km",74641km,0.4,0
 CAR-08,38843km,40307,0.7,1
CAR-27 ,"114,751km",114996km,0.99,0
car-28,55555,"55,613km",74%,0
 CAR-14,65777km,"66,828km",9 %,0
car-01,81715km,"83,610 km",0.76,0
CAR-17,119121km,"120,269km",0.9,0
car-05,"85,048 km","86,220km",43 %,0
car-03,"31,479km",31709,37%,1
CAR-26 ,"113,128 km","114,643 km",0.09,0
CAR 11,"39,779km","40,586 km",0.31,0
CAR-22 ,"19,953km","20,155 km",0.88,0
CAR-13 ,"41,906 km",43570km,56 %,0
 CAR-12,105034km,"106,883 km",22 %,1
CAR-06 ,65485km,"66,160km",0.83,1
CAR 09,"119,587 km","120,624km",0.80,0
CAR-14,20519km,"22,089 km",0.27,0
CAR-07 ,"107,105 km","108,428 km",0.10,1
CAR-02,"94,888km",95199km,0.45,0
CAR-16,33336km,33015km,36 %,0
CAR-04 ,"25,240km",25962km,0.6,0
CAR-30 ,60020km,59601km,0.9,0
CAR-28 ,84685,"84,753 km",35 %,0
CAR-28,"81,534km","81,706km",98%,0
 CAR-22,10307,10662km,0.4,0
CAR-16 ,"5,731km",6110km,0.30,0
 CAR-02,"97,113km",98227km,0.2,1
CAR 05,"110,488 km","111,233 km",0.40,1
car-20,77974,"79,902 km",32%,0
CAR-14,58822km,"59,951 km",91%,0
CAR-09,99472,"100,980km",0.6,0
CAR 24,"27,059km",26708km,0.49,0
CAR-21,"7,993km","9,977km",45 %,0
CAR-23 ,34553km,34392,0.6,0
CAR-02 ,"8,657km",10347km,23 %,0
car-15,"33,371 km","34,156 km",99%,0
CAR-22,53485km,"55,433 km",62 %,0
car-28,73244km,"73,719km",0.28,0
CAR-19 ,"111,064km","111,201 km",14%,0
CAR-02 ,"20,168km","21,177km",0.40,1
CAR-21,"86,481 km",86963,0.84,0
car-07,"84,686km","86,454km",67%,0
 CAR-21,70039,"70,142 km",79%,0
CAR-17 ,"66,611km",67319km,44%,0
CAR 30,"71,994km","72,338km",56%,0
car-25,"94,085 km",94371,0.2,0
CAR 21,"77,635km",78961,0.1,1
 CAR-25,68638km,"69,739km",25 %,0
CAR-02,32411,34055,55 %,0
CAR-22 ,86374km,"87,991 km",35%,0
car-13,61943,62271km,54 %,0
car-14,"107,380 km",109207km,85 %,0
CAR 23,"81,709km","83,539 km",16%,1
CAR 18,"84,089km",84253,0.31,0
CAR-10,"54,273 km","55,043 km",0.1,0
CAR-18 ,103634km,"104,923 km",0.2,0
CAR-11 ,92883km,"94,796km",86 %,0
CAR-24 ,106042km,106892km,0.8,0
CAR-18 ,"85,410km",86718km,0.11,0
CAR-10,"72,192km",72470,14%,0
 CAR-24,34690km,"35,392 km",0.29,0
car-02,"40,015km","41,097 km",85%,0
CAR-17,85383,"87,060 km",27%,0
car-01,"117,964km","118,252 km",72 %,0
car-20,"46,183km","47,592 km",0.64,0
CAR-05,118696,118241,7%,0
car-09,119545,"121,128km",74%,0
CAR-13 ,73526km,"73,642km",0.89,1
car-14,96908km,97512km,0.13,0
car-23,"18,362 km",18531km,48 %,0
car-09,"42,688 km","44,350km",0.2,1
car-21,46446,48396,0.53,0
CAR 17,54456,"55,957km",0.3,0
 CAR-09,"61,833 km",62912,0.1,0
CAR-12 ,"10,466km","10,590km",0.58,0
CAR-02,39703,"40,135 km",47%,0
 CAR-15,"77,977 km",78019,63 %,0
CAR-13 ,71439km,"72,325km",23%,0
CAR-28 ,"99,055 km","99,454 km",33%,1
CAR-05 ,56313km,56663km,0.22,0
car-28,69933,71259,85%,0
CAR-25 ,"68,989km",69676km,0.2,0
car-18,"90,871km",92762km,1.0,0
 CAR-16,44567km,"45,410 km",41%,0
CAR-19,67408,68359,21 %,1
car-11,"109,157km","110,937 km",89 %,0
 CAR-23,81563,82086km,0.7,1
CAR 07,"100,252km",101192,0.90,0
 CAR-10,74320,75710km,61%,0
CAR-29 ,57570km,"58,153km",0.1,0
CAR-05,"85,251km","85,426km",0.2,1
CAR-04,"69,941km",70846km,0.15,0
CAR 14,"104,670 km",106528km,70 %,1
CAR 21,"69,659 km","71,105km",61%,0
CAR-13 ,41422,42778,81%,0
CAR-30,46191,47568,77%,0
CAR-17,"109,924km","111,074km",0.97,0
CAR 04,24579km,26307km,0.6,0
CAR-23 ,"104,476 km","105,388km",52%,0
CAR-25,"79,952 km","81,119 km",40%,0
car-26,54698,55531km,0.9,0
CAR 17,"19,900 km",20632,0.6,0
CAR-11,115587km,"115,703 km",93%,1
CAR 06,"115,955 km",116996km,0.5,0
CAR-29 ,8173km,9218,80 %,0
CAR-04,110730,111540,28%,0
 CAR-03,83642km,"85,176km",0.99,0
CAR-25,"66,538km",68258,57%,0
CAR-22,55801,55385km,73%,0
car-24,"27,299 km",28984km,0.20,0
car-09,41971,"43,633km",0.3,1
CAR-19 ,78320,78687,0.5,0
CAR 14,"10,820km","12,166 km",0.34,0
 CAR-18,18258,"18,964km",0.12,0
 CAR-06,35934km,37563km,0.2,1
CAR-09 ,111960km,"113,809 km",50 %,0
CAR-10 ,"6,977km","7,852 km",0.57,0
CAR-21 ,51256km,51536,0.76,1
CAR 25,"96,580km",96703,0.91,0
car-30,86700km,"88,275 km",0.29,0
CAR-22,39732,"40,868 km",52 %,0
CAR-02 ,"25,577 km",27279km,0.6,1
CAR 25,"112,403 km",114353,0.8,0
car-07,"90,521km","92,170 km",0.5,0
CAR-15,52927,52684,0.26,0
car-04,"62,322 km","63,154km",0.70,0
 CAR-25,"39,433km",39871km,0.6,0
CAR-15,77219,"77,570km",63 %,1
car-17,79836km,"79,860 km",0.1,0
 CAR-19,"31,143 km","32,519 km",0.51,0
CAR-15,109824,109867km,66 %,1
CAR-14,99116,100913km,68 %,0
CAR-07 ,19688,"20,863km",0.11,0
CAR 19,"25,523km","25,692 km",0.97,0
CAR-14,"117,817km",119181,56 %,1
CAR 30,114616,116509km,68 %,0
car-04,74923,75473,0.4,0
CAR-11,"36,160km",37213km,0.7,0
car-15,"66,897km",68359,0.46,0
 CAR-29,"98,103km",99583,10 %,0
CAR-18 ,"53,657km","53,223 km",0.28,0
CAR-09 ,"80,591km",81702,0.27,1
CAR-15 ,"35,568 km",36283km,63 %,1
CAR 10,59922km,60721km,10%,0
CAR-23 ,"43,206km","44,011 km",95 %,0
CAR-18 ,12978,14752km,46 %,1
CAR 20,64581km,"64,880 km",0.3,1
CAR-25,"18,569km",20134km,0.89,0
 CAR-25,33129km,34587km,73%,0
CAR-25 ,22151,"23,420km",0.5,1
 CAR-16,"12,087km",12903,0.10,0
CAR-16 ,79238,80715,44 %,1
car-14,"117,098 km","117,399km",8%,0
CAR-18 ,"23,533 km",24256,35 %,0
CAR-15 ,27437,"27,469km",20%,0
car-20,9420,10825km,6 %,0
car-06,48316km,"49,771km",0.7,0
CAR-12,"98,280km",99910,0.5,0
CAR 03,"54,512 km",56112km,87%,1
CAR 26,27766,29287,0.66,0
CAR 07,29859,"30,509 km",0.7,0
 CAR-05,87889,"88,803km",0.4,0
 CAR-15,34846km,35160km,0.61,0
CAR-26,6374,"7,986km",96%,0
CAR 19,78961km,79318,88 %,1
 CAR-15,"67,924km","68,064 km",50%,0
CAR 22,"56,925km",58607km,0.7,1
CAR-10 ,"31,334km","31,418km",0.2,0
car-20,92481km,"92,724km",98 %,0
car-27,66928,"67,229 km",0.8,0
CAR 17,112330km,"113,922km",0.6,0
CAR-07 ,99497,"100,213 km",93%,1
car-10,"73,840km",73570km,0.70,1
car-02,"31,302km",33227km,69%,0
 CAR-01,94015,95487,28 %,0
CAR-17 ,35897km,37407,55%,0
car-13,"24,937km",25003km,96%,1
CAR-29,79971km,"79,880 km",0.66,0
CAR 02,48597,48712,0.2,0
CAR-23,"61,879 km","62,942 km",50%,0
 CAR-27,10815km,12516,0.9,0
 CAR-11,77319,78952,1.0,0
CAR-14 ,109635km,110436km,61%,1
CAR-19 ,96491,"98,085 km",0.17,1
 CAR-18,105170km,105476,21%,0
car-19,98303,"98,694km",8%,0
CAR-27,"58,124 km",57870km,66%,1
CAR-27 ,"118,505 km","119,353km",0.5,0
CAR-04 ,56012,"57,275 km",0.64,0
 CAR-25,"34,106 km",35113km,28%,0
car-28,8525,9272,0.45,1
CAR-27 ,110056,110257,0.59,0
CAR-07,88595km,89908,92 %,0
CAR-12 ,94636km,"96,161km",90 %,0
CAR-02 ,41585,42674km,25%,0
CAR-27,"26,280km","26,604 km",56 %,0
car-11,"44,749km",46028,0.1,0
CAR-20 ,62962,"64,616 km",13 %,0
CAR 10,"26,987km",27433,79%,0
car-25,116403,"118,064km",0.1,0
car-02,88436km,89554km,0.5,1
CAR-23 ,70176km,72052km,82 %,0
 CAR-21,33129km,34962km,0.8,0
CAR-08 ,103660,"105,282km",0.70,0
car-04,39516km,41088km,0.31,0
 CAR-10,"45,145km","44,734km",0.30,0
CAR-29 ,"40,576 km",41460,0.1,0
 CAR-06,"36,753km",37844km,76 %,0
car-07,"87,264km",86870km,66 %,0
CAR-22,"8,910 km",9969,0.5,0
 CAR-11,57204km,57573,47%,0
CAR-10,"117,791km",118718km,0.2,0
CAR 22,"98,279 km","98,873km",0.54,1
 CAR-05,112408,113868,0.23,0
CAR 01,65812,"65,843km",1.0,0
CAR-04 ,"100,086km","102,017km",91 %,0
car-07,85164km,86254,61 %,0
CAR-12,"115,227 km",116930,82%,0
CAR 12,55990km,56334km,59 %,0
car-21,"80,739 km","81,394km",76 %,1
CAR 21,12443km,"13,961km",1.0,0
car-19,99224,"99,499 km",0.3,1
CAR-23,"10,756km","12,558km",0.5,0
car-06,59975km,60523km,22 %,1
CAR-02 ,"67,259 km",69239km,0.53,1
CAR 04,"32,393 km",33209,28%,1
CAR-04,"108,403 km","109,163 km",0.6,0
car-17,"113,621km",114772,98 %,0
CAR-11,"41,558km","42,333km",49%,1
car-24,104276,"104,358 km",75%,0
 CAR-15,55627km,57442,0.26,0
 CAR-16,99091km,"100,987km",53 %,0
CAR-26,"58,004 km",59739km,64%,0
 CAR-22,"32,835 km","33,357km",27 %,1
car-22,111578,"111,834 km",0.2,1
 CAR-21,38173,"39,131 km",0.82,1
CAR-13 ,"54,681 km",55936,54 %,0
CAR-06,112095km,112881,0.8,1
 CAR-15,39967km,"41,710 km",0.63,1
CAR 04,"8,109 km","7,936 km",92%,0
CAR-18 ,"85,840 km","86,791 km",0.6,0
CAR-14 ,"17,263 km",17388km,0.41,0
CAR-04 ,"7,881 km","8,223km",0.7,0
 CAR-21,"76,844km",77309,43 %,0
CAR-30 ,76010km,"76,825 km",5%,0
CAR-10,90022km,"90,926 km",81 %,1
CAR-02 ,113372km,114255,0.9,0
CAR-20 ,5640km,6368km,0.61,1
car-13,50187km,52142,0.7,0
car-10,49037km,"49,501km",40 %,0
 CAR-13,"17,509 km",17544,0.18,0
car-22,7235,8539,46 %,0
CAR-10 ,75272,75349km,1.0,1
CAR-20 ,110955,112238km,0.4,0
 CAR-08,"115,952 km",116287km,0.4,1
 CAR-28,"65,892km","67,276 km",0.12,1
 CAR-26,"89,883 km","90,731km",76%,0
CAR-26,17915,19512km,0.3,0
CAR 09,"61,235 km",61922,33%,0
CAR-25,30655,"31,678 km",0.51,0
CAR-08,"29,747 km",30265,0.65,1
CAR 18,103822,"105,521km",0.9,0
